market,volumeEx,volumeQt,pricechange,quickTradePrice,pair,virtualCurrency,currency,volume,quickTradePriceChange,24hoursHigh,24hoursLow,buy,sell
0.435531,0.0,0.0,0.64,0.435531,JUV-EUR,JUV,EUR,0.0,0.64,,,,
0.693124,0.0,1066.438306,3.32,0.693124,ATH-INR,ATH,INR,1066.438306,3.32,,,,
0.24395,0.0,0.0,10.18,0.24395,THETA-USDT,THETA,USDT,0.0,10.18,,,,
72155.319068,0.03105,0.00024142,0.3421264250923,80444.664315,BTC-USDT,BTC,USDT,0.03129142,0.1,80246.68,79555.84,,
895.33,0.0,0.0,1.1,895.33,NMR-INR,NMR,INR,0.0,1.1,,,,
0.757678,0.0,59087.60386,2.03,0.757678,VET-INR,VET,INR,59087.60386,2.03,,,,
8.211476,0.0,0.0,-3.51,8.211476,JST-INR,JST,INR,0.0,-3.51,,,,
9.9,0.0,0.0,0,24.40525,AVAX-USDT,AVAX,USDT,0.0,-0.79,0,0,,
1.980129,0.0,0.0,1.78,1.980129,XRP-AUD,XRP,AUD,0.0,1.78,,,,
3.99,0.0,393736.71562,9.74,3.99,ZEREBRO-INR,ZEREBRO,INR,393736.71562,9.74,,,,
0.0964,0.0,0.0,3.93,0.0964,BAT-EUR,BAT,EUR,0.0,3.93,,,,
0.625882,0.0,320.446102,6.4,0.625882,JASMY-INR,JASMY,INR,320.446102,6.4,,,,
15.739293,0.0,0.0,0.36,15.991,OP-INR,OP,INR,0.0,11.29,15.7392935,15.68157,15.912227,15.56636
1.53037,0.0,2.6261,0,1.602562,NEAR-USDT,NEAR,USDT,2.6261,7.8,0,0,,
0.003068,0.0,0.0,-0.33,0.003068,CELR-USDT,CELR,USDT,0.0,-0.33,,,,
0.202793,0.0,9680.621484,1.21,0.202793,TEL-INR,TEL,INR,9680.621484,1.21,,,,
1.2,0.0,164.192288,0,1.19,PUSH-INR,PUSH,INR,164.192288,0.49,1.2,1.2,1.32,1.19
10.82,0.0,1860.465116,1.96,10.82,MELANIA-INR,MELANIA,INR,1860.465116,1.96,,,,
560.79,0.0,0.0,0.32,560.79,BNB-EUR,BNB,EUR,0.0,0.32,,,,
1.461111,0.0,20351.484124,3.73,1.461111,COTI-INR,COTI,INR,20351.484124,3.73,,,,
8.9,0.0,1888.179398,4.46,8.9,ZKP-INR,ZKP,INR,1888.179398,4.46,,,,
0.13,0.0,0.0,4.64,0.13,MANA-AUD,MANA,AUD,0.0,4.64,,,,
47.210593,0.0,0.0,0.83,47.210593,ALPINE-INR,ALPINE,INR,0.0,0.83,,,,
458.267625,0.0,2.008064,8.04,458.267625,EGLD-INR,EGLD,INR,2.008064,8.04,,,,
356.24,56.100208,124.730822,3.89,358.3,UNI-INR,UNI,INR,180.83103,7.82,357.685,340.615,358.9,353.59
2.4948,0.0,0.0,3.39,2.4948,TRUMP-USDT,TRUMP,USDT,0.0,3.39,,,,
391.92,0.0,0.0,0.5,391.92,METIS-INR,METIS,INR,0.0,0.5,,,,
267939.4383,0.0,0.0,1.91,267939.4383,YFI-INR,YFI,INR,0.0,1.91,,,,
15.97,0.0,13.465804,1.42,15.97,PUNDIX-INR,PUNDIX,INR,13.465804,1.42,,,,
1.246083,0.0,9509.454774,5.27,1.246083,BANANAS31-INR,BANANAS31,INR,9509.454774,5.27,,,,
0.75,0.0,0.0,-1.28,0.75,LINGO-INR,LINGO,INR,0.0,-1.28,,,,
8.925731,111.11111111,21.8983312,0.36,9.024388,HBAR-INR,HBAR,INR,133.00944231,3.1,9,8.841,9,8.851462
1.19,0.0,0.0,4.75,1.19,DOT-EUR,DOT,EUR,0.0,4.75,,,,
2.58,0.0,0.0,1.55,2.58,BLUR-INR,BLUR,INR,0.0,1.55,,,,
44.47,0.0,0.0,4.35,44.47,ETHFI-INR,ETHFI,INR,0.0,4.35,,,,
0.896264,0.0,0.0,1.79,0.896264,SOPH-INR,SOPH,INR,0.0,1.79,,,,
210.23,0.0,45.669138,0.88,210.23,MORPHO-INR,MORPHO,INR,45.669138,0.88,,,,
90.02,0.0,9.299994,-2.02,90.02,PSG-INR,PSG,INR,9.299994,-2.02,,,,
0.000935,0.0,0.0,1.79,0.000935,AMP-USDT,AMP,USDT,0.0,1.79,,,,
62.36,0.0,0.0,5.62,62.36,CITY-INR,CITY,INR,0.0,5.62,,,,
0.359205,0.0,234664.63016,9.99,0.359205,MYRO-INR,MYRO,INR,234664.63016,9.99,,,,
23.0445,0.0,0.0,-2.27,23.0445,COMP-USDT,COMP,USDT,0.0,-2.27,,,,
0.001635,0.0,119000.361266,-0.96,0.001635,X-INR,X,INR,119000.361266,-0.96,,,,
9.76,0.0,0.0,6.82,9.76,2Z-INR,2Z,INR,0.0,6.82,,,,
7.00075,0.0,0.0,5.56,7.00075,ENS-USDT,ENS,USDT,0.0,5.56,,,,
955.041325,106.804828,6.604026,3.52,963.430942,AVAX-INR,AVAX,INR,113.408854,4.41,960.371613,916.346693,961.93107,948.15158
17.86,36.105979,56.071098,4.59,18.36,IMX-INR,IMX,INR,92.177077,5.81,18.11,16.89,18.06,17.67
2243.99827,0.0,0.266998,0,2208.22641,COMP-INR,COMP,INR,0.266998,-2.27,2243.99827,2243.99827,,1805
0.826181,0.0,0.0,4.36,0.826181,NPC-INR,NPC,INR,0.0,4.36,,,,
1.82,0.0,224.7191,-0.74,1.82,SAGA-INR,SAGA,INR,224.7191,-0.74,,,,
5.097929,0.0,43000.0,3.38,5.097929,PARTI-INR,PARTI,INR,43000.0,3.38,,,,
0.2892,79.2,0.0,0.20126509488212,0.250897,TRX-USDT,TRX,USDT,79.2,1.5,0.3485,0.3478,,
0.732765,0.0,0.0,3.46,0.732765,SKL-INR,SKL,INR,0.0,3.46,,,,
